﻿MORE_THAN_STRONG_FLAVOUR,Extremely {0},非常に{0}
TravoisPenalty_Statuses[0].EffectsOnActions[0].ActionBlockMessage,Can't move with multiple travois
TravoisPenalty_NotEnoughText,My Leg is not in shape for this action.
Skill_Socials_GameName,Socials
Skill_Socials_Description,Helps you gain the trust of others.
RoadTravelingAidEast_Statuses[0].GameName,Road Traveling Aid East
RoadTravelingAidNorth_Statuses[0].GameName,Road Traveling Aid North
RoadTravelingAidSouth_Statuses[0].GameName,Road Traveling Aid South
RoadTravelingAidWest_Statuses[0].GameName,Road Traveling Aid West
Symmetry_GameName,Symmetry
Symmetry_Statuses[0].GameName,Low,低
Symmetry_Statuses[1].GameName,Medium,中
Symmetry_Statuses[2].GameName,High,高
Bp_CopperArrowHeadQWE__CardName,Forged Arrow Head
Bp_CopperArrowHeadQWE__CardDescription,A metal arrow head.
Bp_CopperArrowHeadQWE__UnlockConditionsDesc,Copper Nugget Needed
Bp_CopperBladeQWE_CardName,Forged Knife Blade
Bp_CopperBladeQWE_CardDescription,A metal knife blade.
Bp_CopperBladeQWE_UnlockConditionsDesc,Finished Lump of Copper Needed
Bp_CopperSpearHeadQWE_CardName,Forged Spear Head
Bp_CopperSpearHeadQWE_CardDescription,A metal spear head.
Bp_CopperSpearHeadQWE_UnlockConditionsDesc,Finished Lump of Copper Needed
Bp_LumpOfCopperQWE_CardName,Lump of Metal
Bp_LumpOfCopperQWE_CardDescription,Required for forging metal tools.
Bp_LumpOfCopperQWE_UnlockConditionsDesc,Metal Nuggets Needed
Bp_Arrow_CopperQWE_CardName,Metal Arrow
Bp_Arrow_CopperQWE_CardDescription,Sharp enough to pierce through the hides of larger animal.
Bp_Arrow_CopperQWE_UnlockConditionsDesc,Arrow Head Needed
Bp_CopperAxe_CardName,Metal Axe
Bp_CopperAxe_CardDescription,A sharp metal tool for cutting wood. Can be resharpened and reforged.
Bp_CopperAxe_UnlockConditionsDesc,Axe Head Needed
Bp_FurnaceQWE_CardName,Furnace
Bp_FurnaceQWE_CardDescription,A furnace hot enough to smelt copper.
Bp_FurnaceQWE_UnlockConditionsDesc,Kiln Needed
Bp_Knife_CopperQWE_CardName,Metal Knife
Bp_Knife_CopperQWE_UnlockConditionsDesc,Knife Blade Needed
Bp_CopperSpear_CardName,Metal Spear
Bp_CopperSpear_CardDescription,"A close combat metal weapon with good reach. Good for hunting large game and defending yourself from predators.\n\nSharp enough to pierce through thick animal hides."
Bp_CopperSpear_UnlockConditionsDesc,Spear Head Needed
Bp_Bellows_CardName,Bellows
Bp_Bellows_CardDescription,Needed for reaching high temperatures in furnaces.
Bp_Bellows_UnlockConditionsDesc,Kiln Needed
CopperArrowHeadBlankQWE_CardName,Heated Metal Arrow Head Blank
CopperArrowHeadBlankQWE_CardDescription,Must be struck into shape.
CopperArrowHeadQWE_CardName,Metal Arrow Head
CopperArrowHeadQWE_CardDescription,Can be used to make an arrow.
CopperAxeHeadBlankQWE_CardName,Heated Metal Axe Head Blank
CopperAxeHeadBlankQWE_CardDescription,Must be struck into shape.
CopperAxeHeadBlankQWE_FuelCapacity.CardStatName,Temperature
CopperAxeHeadBlankQWE_FuelCapacity.OnFull.ActionDescription,Blade Blank heated up!
CopperAxeHeadQWE_CardName,Metal Axe Head
CopperAxeHeadQWE_CardDescription,Required for crafting metal axes.
CopperAxeHeadQWE_FuelCapacity.CardStatName,Temperature
CopperAxeHeadQWE_FuelCapacity.OnFull.ActionDescription,Blade heated up!
CopperBladeBlankQWE_CardName,Heated Metal Knife Blade Blank
CopperBladeBlankQWE_CardDescription,Must be struck into shape.
CopperBladeQWE_CardName,Metal Knife Blade
CopperBladeQWE_CardDescription,Can be used to make a knife.
CopperNuggetQWE_CardName,Metal Nugget
CopperNuggetQWE_CardDescription,"A small piece of metal. Can be used to make metal tools and objects.\n\nCan be heated on any fire."
CopperNuggetQWE_FuelCapacity.CardStatName,Temperature
CopperNuggetQWE_FuelCapacity.OnFull.ActionDescription,Nuggets heated up!
CopperSpearHeadBlankQWE_CardName,Heated Metal Spear Head Blank
CopperSpearHeadBlankQWE_CardDescription,Must be struck into shape.
CopperSpearHeadQWE_CardName,Metal Spear Head
CopperSpearHeadQWE_CardDescription,Can be used to make a spear.
GreenstonePowderQWE_CardName,Greenstone Powder
GreenstonePowderQWE_CardDescription,Can be smelted in a Furnace to obtain Copper Nuggets and Greenstone Slag.
GreenstonePowderQWE_SpecialDurability2.CardStatName,Quality
GreenstonePowderQWE_SpecialDurability3.CardStatName,Mill
GreenstoneQWE_CardName,Greenstone
GreenstoneQWE_CardDescription,"Can be smelted in a Furnace to obtain Copper Nuggets and Greenstone Slag. \n\nIt can also be crushed first to improve its quality."
GreenstoneQWE_SpecialDurability2.CardStatName,Quality
GreenstoneQWE_SpecialDurability3.CardStatName,Mill
GreenstoneQWE_CardInteractions[0].ActionName,Grind
GreenstoneQWE_CardInteractions[1].ActionName,Grind
GreenstoneSlagQWE_CardName,Greenstone Slag
GreenstoneSlagQWE_SpecialDurability2.CardStatName,Quality
LumpOfCopperFinishedQWE_CardName,Heated Lump of Metal
LumpOfCopperFinishedQWE_CardDescription,Required for forging metal tools. Can be heated up on any fire.
LumpOfCopperFinishedQWE_FuelCapacity.CardStatName,Temperature
LumpOfCopperFinishedQWE_FuelCapacity.OnFull.ActionDescription,Lump of Copper heated up!
LumpOfCopperFinishedQWE_CardInteractions[0].ActionName,Smith
LumpOfCopperUnfinishedQWE_CardName,Unfinished Lump of Metal
LumpOfCopperUnfinishedQWE_CardDescription,Required for forging metal tools. Can be heated up on any fire.
LumpOfCopperUnfinishedQWE_FuelCapacity.CardStatName,Temperature
LumpOfCopperUnfinishedQWE_FuelCapacity.OnFull.ActionDescription,Lump of Copper heated up!
LumpOfCopperUnfinishedQWE_CardInteractions[0].ActionName,Smith
Arrow_CopperBluntQWE_CardName,Blunt Metal Arrow
Arrow_CopperBluntQWE_CardDescription,Should sharpen it with a stone before it can be used again.
Axe_CopperBluntQWE_CardName,Blunt Metal Axe
Axe_CopperBluntQWE_CardDescription,Should sharpen it with a stone before it can be used again.
AxeCopper_CardName,Metal Axe
AxeCopper_CardDescription,A sharp axe ideal for working wood and cutting trees.
Axe_CopperQWE_SpoilageTime.CardStatName,Sharpness
Axe_CopperQWE_SpoilageTime.OnZero.ActionDescription,Axe is blunt!
Axe_CopperQWE_CardInteractions[1].ActionName,Sharpen
AxeCopper_DismantleActions[0].ActionName,Dismantle
Bellows_CardName,Bellows
Bellows_CardDescription,Must be used on furnaces to reach high temperatures.
KnifeCopperBlunt_CardName,Blunt Metal Knife
KnifeCopperBlunt_CardDescription,Should sharpen it with a stone before it can be used again.
KnifeCopper_CardName,Metal Knife
KnifeCopper_CardDescription,"A small knife, can use it to cut or puncture things.\nCan sharpen it again when it becomes blunt."
Spear_CopperBluntQWE_CardName,Blunt Metal Spear
Spear_CopperBluntQWE_CardDescription,Should sharpen it with a stone before it can be used again.
Arrow_CopperQWE_CardName,Metal Arrow
Arrow_CopperQWE_CardDescription,Sharp enough to pierce through the hides of larger animal.
Spear_CopperQWE_CardName,Metal Spear
Spear_CopperQWE_CardDescription,"A close combat weapon with good reach. Good for hunting large game and defending yourself from predators.\n\nSharp enough to pierce through thick animal hides."
Spear_CopperQWE_DismantleActions[0].ActionName,Train
FurnaceExtinguishedQWE_CardName,Furnace
FurnaceExtinguishedQWE_CardDescription,"A furnace hot enough to smelt copper.\n\nCan be lit with tinder, provided it has enough fuel."
FurnaceExtinguishedQWE_SpoilageTime.CardStatName,Temperature
FurnaceExtinguishedQWE_CardInteractions[0].ActionName,Feed Firewood
FurnaceExtinguishedQWE_CardInteractions[1].ActionName,Feed Fuel
FurnaceExtinguishedQWE_CardInteractions[2].ActionName,Feed Fuel
FurnaceExtinguishedQWE_CardInteractions[3].ActionName,Feed Charcoal
FurnaceExtinguishedQWE_CardInteractions[4].ActionName,Feed Leaves
FurnaceExtinguishedQWE_CardInteractions[5].ActionName,Light Fire
FurnaceExtinguishedQWE_CardInteractions[6].ActionName,Light Fire
FurnaceExtinguishedQWE_CardInteractions[7].ActionName,Feed Tinder
FurnaceExtinguishedQWE_DismantleActions[0].ActionName,Demolish
FurnaceQWE_CardName,Furnace
FurnaceQWE_CardDescription,A furnace hot enough to smelt copper.
FurnaceQWE_SpoilageTime.CardStatName,Temperature
FurnaceQWE_SpecialDurability1.CardStatName,Windflow
FurnaceQWE_CardInteractions[0].ActionName,Feed Firewood
FurnaceQWE_CardInteractions[1].ActionName,Feed Fuel
FurnaceQWE_CardInteractions[2].ActionName,Feed Fuel
FurnaceQWE_CardInteractions[3].ActionName,Feed Charcoal
FurnaceQWE_CardInteractions[4].ActionName,Feed Embers
FurnaceQWE_CardInteractions[5].ActionName,Light Tinder
FurnaceQWE_CardInteractions[6].ActionName,Feed Leaves
FurnaceQWE_CardInteractions[7].ActionName,Increase Temperature
FurnaceQWE_DismantleActions[0].ActionName,Warm Up
FurnaceQWE_DismantleActions[1].ActionName,Wait by Fire
FurnaceQWE_CookingConditions.CookingPausedNotification,Not Hot Enough
BasicSmithing_Completed_ObjectiveDescription,Basic Smithing
BasicSmithing_Completed_OnCompleteActions[0].ActionName,Completed
BasicSmithing_Completed_Event_CardName,Basic Smithing Complete
BasicSmithing_Completed_Event_CardDescription,Blueprints and Tasks Available
BasicSmithing_Completed_Event_DismantleActions[0].ActionName,Continue
BasicSmithing_DisplayConditions_OnCompleteActions[0].ActionName,Completed
BasicSmithing_Main_QuestTitle,Basic Smithing
BasicSmithing_Obj1_BuildAFurnace_ObjectiveDescription,Build a Furnace
BasicSmithing_Obj2_UseBellowsOnFurnace_ObjectiveDescription,Use Bellows on Furnace
BasicSmithing_Obj3_SmeltSomeGreenstone_ObjectiveDescription,Smelt some Greenstone
BasicSmithing_Obj4_CraftALumpOfCopper_ObjectiveDescription,Craft a Lump of Metal
BasicSmithing_Obj5_HammerACopperToolIntoShape_ObjectiveDescription,Hammer a Metal Tool into Shape
BasicSmithing_Sub1_BuildAFurnace_QuestTitle,Build a Furnace
BasicSmithing_Sub2_UseBellowsOnFurnace_QuestTitle,Use Bellows on Furnace
BasicSmithing_Sub3_SmeltSomeGreenstone_QuestTitle,Smelt some Greenstone
BasicSmithing_Sub4_CraftALumpOfCopper_QuestTitle,Craft a Lump of Metal
BasicSmithing_Sub5_HammerACopperToolIntoShape_QuestTitle,Hammer a Metal Tool into Shape
Skill_Smithing_GameName,Smithing
Skill_Smithing_Description,Increases the quality of your metal crafts.
RoadTravelingAidEast_Statuses[0].EffectsOnActions[0].ActionAddedSuffix,Path
RoadTravelingAidNorth_Statuses[0].EffectsOnActions[0].ActionAddedSuffix,Path
RoadTravelingAidSouth_Statuses[0].EffectsOnActions[0].ActionAddedSuffix,Path
RoadTravelingAidWest_Statuses[0].EffectsOnActions[0].ActionAddedSuffix,Path
Tab_5_MetalAndClay_Subtab_3_MetalCrafts_TabName,Metal Crafts
GpTag_Sealant_TabName,Sealant 
Bp_Enclosure_CardName,Enclosure
Bp_Enclosure_CardDescription,An animal enclosure.
Bp_Enclosure_UnlockConditionsDesc,Captured Wild Animal Needed
Bp_ClothCoifQWE_CardName,Cloth Coif
Bp_ClothCoifQWE_CardDescription,Should protect me a bit from bug bites and the sun.
Bp_ClothCoifQWE_UnlockConditionsDesc,Cloth Needed
Bp_ClothDressQWE_CardName,Cloth Dress
Bp_ClothDressQWE_CardDescription,Should protect me a bit from bug bites and the sun.
Bp_ClothDressQWE_UnlockConditionsDesc,Cloth Needed
Bp_ClothTrousersQWE_CardName,Cloth Trousers
Bp_ClothTrousersQWE_CardDescription,Should protect me a bit from bug bites and the sun.
Bp_ClothTrousersQWE_UnlockConditionsDesc,Cloth Needed
Bp_ClothUnderwearQWE_CardName,Cloth Underwear
Bp_ClothUnderwearQWE_CardDescription,"Provides protection, insulation and wellbeing."
Bp_ClothUnderwearQWE_UnlockConditionsDesc,Cloth Needed
Bp_FlaxFieldQWE_CardName,Flax Field
Bp_FlaxFieldQWE_CardDescription,"Bought from traders; needs low to medium acidity, medium hydration, medium nutrients and mid to high structure.\n\nCan be used to make twine and cloth and for its edible seeds."
Bp_FlaxFieldQWE_UnlockConditionsDesc,Flax Seeds Needed
Bp_Hackler_CardDescription,A tool for improving the quality of fiber.
Bp_Hackler_UnlockConditionsDesc,More Weaving Needed
Env_MudHutConstructionStartingPointEnclosure_CardName,Enclosure
MudHutConstructionDoorEntranceMainEnclosure_CardName,Enclosure
MudHutConstructionDoorEntranceMainEnclosure_DismantleActions[0].ActionName,Enter
MudHutConstructionDoorEntranceMainEnclosure_DismantleActions[0].FadeMessage,Entering the Enclosurer...
MudHutConstructionStartingPointEnclosure_CardName,Enclosure
MudHutConstructionStartingPointEnclosure_SpoilageTime.CardStatName,Filth
MudHutConstructionStartingPointEnclosure_FuelCapacity.CardStatName,Flood
MudHutConstructionStartingPointEnclosure_SpecialDurability2.CardStatName,Overgrowth
MudHutConstructionStartingPointEnclosure_SpecialDurability2.OnFull.ActionName,Uncommon
MudHutConstructionStartingPointEnclosure_SpecialDurability3.CardStatName,Foraging
MudHutConstructionStartingPointEnclosure_CardInteractions[0].ActionName,Throw Inside
MudHutConstructionStartingPointEnclosure_CardInteractions[1].ActionName,Throw Inside
MudHutConstructionStartingPointEnclosure_CardInteractions[2].ActionName,Throw Inside
MudHutConstructionStartingPointEnclosure_CardInteractions[3].ActionName,Throw Inside
MudHutConstructionStartingPointEnclosure_CardInteractions[4].ActionName,Shovel Snow
MudHutConstructionStartingPointEnclosure_CardInteractions[5].ActionName,Shovel Snow
MudHutConstructionStartingPointEnclosure_CardInteractions[6].ActionName,Clean
MudHutConstructionStartingPointEnclosure_OnStatsChangeActions[0].ActionName,River Flooded
Caves_FmFloodedTunnel_CardInteractions[2].ActionName,Wet
Path_GreenfallsFromWaterfallCave_CardInteractions[0].ActionName,Wet
Path_WaterfallCavesFromGreenFallsHidden_CardInteractions[0].ActionName,Wet
Path_WaterfallCavesFromGreenFallVisible_CardInteractions[0].ActionName,Wet
FlaxFieldGrowingQWE_CardName,Growing Flax Field
FlaxFieldGrowingQWE_CardDescription,"Bought from traders; needs low to medium acidity, medium hydration, medium nutrients and mid to high structure.\n\nCan be used to make twine and cloth and for its edible seeds."
FlaxFieldGrowingQWE_CardHelpSection,"<b>Found:</b> Bought from Traders. \n\n<b>Growth Needs:</b> Low to Mid Acidity, Mid Hydration and Mid to High Structure. Grows best on Mid Nutrients in Spring.\n\n<b>Benefits:</b> Textiles, Food, Seasoning. "
FlaxFieldGrowingQWE_SpoilageTime.CardStatName,Nutrients
FlaxFieldGrowingQWE_UsageDurability.CardStatName,Acidity
FlaxFieldGrowingQWE_FuelCapacity.CardStatName,Hydration
FlaxFieldGrowingQWE_Progress.CardStatName,Structure
FlaxFieldGrowingQWE_SpecialDurability1.CardStatName,Growth
FlaxFieldGrowingQWE_SpecialDurability2.CardStatName,Health
FlaxFieldGrowingQWE_SpecialDurability4.CardStatName,Care
FlaxFieldGrowingQWE_CardInteractions[0].ActionName,Destroy
FlaxFieldGrowingQWE_CardInteractions[1].ActionName,Water
FlaxFieldGrowingQWE_CardInteractions[2].ActionName,Acidify
FlaxFieldGrowingQWE_CardInteractions[3].ActionName,Neutralize
FlaxFieldGrowingQWE_CardInteractions[4].ActionName,Add Weak Fertilizer
FlaxFieldGrowingQWE_CardInteractions[5].ActionName,Add Fertilizer
FlaxFieldGrowingQWE_DismantleActions[0].ActionName,Inspect Field
FlaxFieldMatureQWE_CardName,Mature Flax Field
FlaxFieldMatureQWE_CardDescription,"Bought from traders; needs low to medium acidity, medium hydration, medium nutrients and mid to high structure.\n\nCan be used to make twine and cloth and for its edible seeds."
FlaxFieldMatureQWE_CardHelpSection,"<b>Found:</b> Bought from Traders. \n\n<b>Growth Needs:</b> Low to Mid Acidity, Mid Hydration and Mid to High Structure. Grows best on Mid Nutrients in Spring.\n\n<b>Benefits:</b> Textiles, Food, Seasoning. "
FlaxFieldMatureQWE_SpoilageTime.CardStatName,Nutrients
FlaxFieldMatureQWE_UsageDurability.CardStatName,Acidity
FlaxFieldMatureQWE_FuelCapacity.CardStatName,Hydration
FlaxFieldMatureQWE_Progress.CardStatName,Structure
FlaxFieldMatureQWE_SpecialDurability2.CardStatName,Health
FlaxFieldMatureQWE_SpecialDurability4.CardStatName,Care
FlaxFieldMatureQWE_CardInteractions[0].ActionName,Destroy
FlaxFieldMatureQWE_CardInteractions[1].ActionName,Water
FlaxFieldMatureQWE_CardInteractions[2].ActionName,Acidify
FlaxFieldMatureQWE_CardInteractions[3].ActionName,Neutralize
FlaxFieldMatureQWE_CardInteractions[4].ActionName,Add Weak Fertilizer
FlaxFieldMatureQWE_CardInteractions[5].ActionName,Add Fertilizer
FlaxFieldMatureQWE_DismantleActions[0].ActionName,Inspect Field
FlaxFieldMatureQWE_DismantleActions[1].ActionName,Harvest
FlaxPlantedDormant_CardName,Dormant Flax
FlaxPlantedDormant_CardDescription,"Bought from traders; needs low to medium acidity, medium hydration and medium nutrients.\n\nWill grow when conditions are right."
FlaxPlantedDormant_CardHelpSection,"<b>Found:</b> Bought from Traders. \n\n<b>Growth Needs:</b> Low to Mid Acidity, Mid Hydration and Mid Nutrients. \n\n<b>Benefits:</b> Textiles, Food, Seasoning. "
FlaxPlantedDormant_SpecialDurability2.CardStatName,Health
FlaxPlantedDormant_SpecialDurability2.OnFull.ActionDescription,Flax recovered!
FlaxPlantedDormant_SpecialDurability3.CardStatName,Mite Infestation
FlaxPlantedDormant_SpecialDurability4.CardStatName,Fungal Infection
FlaxPlantedDormant_DismantleActions[0].ActionName,Destroy
FlaxPlantedGrowing_CardName,Growing Flax
FlaxPlantedGrowing_CardDescription,"Bought from traders; needs low to medium acidity, medium hydration and medium nutrients.\n\nCan be used to make twine and cloth and for its edible seeds."
FlaxPlantedGrowing_CardHelpSection,"<b>Found:</b> Bought from Traders. \n\n<b>Growth Needs:</b> Low to Mid Acidity, Mid Hydration and Mid Nutrients. \n\n<b>Benefits:</b> Textiles, Food, Seasoning. "
FlaxPlantedGrowing_Progress.CardStatName,Growth
FlaxPlantedGrowing_SpecialDurability2.CardStatName,Health
FlaxPlantedGrowing_SpecialDurability3.CardStatName,Mite Infestation
FlaxPlantedGrowing_SpecialDurability4.CardStatName,Fungal Infection
FlaxPlantedGrowing_DismantleActions[0].ActionName,Destroy
FlaxPlantedMature_CardName,Flax
FlaxPlantedMature_CardDescription,"Bought from traders; needs low to medium acidity, medium hydration and medium nutrients.\n\nCan be used to make twine and cloth and for its edible seeds."
FlaxPlantedMature_CardHelpSection,"<b>Found:</b> Bought from Traders. \n\n<b>Growth Needs:</b> Low to Mid Acidity, Mid Hydration and Mid Nutrients. \n\n<b>Benefits:</b> Textiles, Food, Seasoning. "
FlaxPlantedMature_SpecialDurability2.CardStatName,Health
FlaxPlantedMature_SpecialDurability3.CardStatName,Mite Infestation
FlaxPlantedMature_SpecialDurability4.CardStatName,Fungal Infection
FlaxPlantedMature_DismantleActions[0].ActionName,Harvest
FlaxPlantedMature_DismantleActions[1].ActionName,Destroy
FlaxStemsDryQWE_CardName,Dry Flax Stems
FlaxStemsDryQWE_CardDescription,Can break them into fibers to make twine.
FlaxStemsDryQWE_CardHelpSection,"<b>Found:</b> Bought from Traders. \n\n<b>Growth Needs:</b> Low to Mid Acidity, Mid Hydration,  Mid Nutrients and Mid to High Structure.\n\n<b>Benefits:</b> Textiles, Food, Seasoning. "
FlaxStemsDryQWE_SpecialDurability2.CardStatName,Quality
FlaxStemsDryQWE_DismantleActions[0].ActionName,Extract Fibers
FlaxStemsLocationQWE_CardName,Soaking Flax Stems
FlaxStemsLocationQWE_CardDescription,Soaking up on water to increase their quality.
