﻿MORE_THAN_STRONG_FLAVOUR,Extremely {0},Чрезвычайно {0}
WolfsbanePlantedDormant_CardHelpSection,"<b>Found:</b> Shady Bank. Greenfalls. \n\n<b>Growth Needs:</b> Mid Acidity, Mid to High Hydration, Mid to High Nutrients.\n\n<b>Benefits:</b> Poison. ","<b>Найдено:</b> Тенистый Берег. Гринфоллс. \n\n<b>Потребности в Росте:</b> Средняя Кислотность, Средняя до Высокой Влажность, Среднее до Высокое Содержание Питательных Веществ.\n\n<b>Преимущества:</b> Яд. "
WolfsbanePlantedDormant_SpecialDurability2.CardStatName,Health,Здоровье
WolfsbanePlantedDormant_SpecialDurability2.OnFull.ActionDescription,Wolfsbane recovered!,Волчья Ягода восстановлена!
WolfsbanePlantedDormant_SpecialDurability3.CardStatName,Mite Infestation,Заражение Клещами
WolfsbanePlantedDormant_SpecialDurability4.CardStatName,Fungal Infection,Грибковая Инфекция
WolfsbanePlantedDormant_DismantleActions[0].ActionName,Destroy,Уничтожить
WolfsbanePlantedGrowing_CardName,Growing Wolfsbane,Растущая Волчья Ягода
WolfsbanePlantedGrowing_CardDescription,"Found in shady riverbanks; needs medium acidity, medium to high nutrients, and medium to high hydration.\n\nPoisonous plant ideal for weapon coatings. Gets more poisonous with time.","Найдено на тенистых берегах рек; требует среднюю кислотность, среднее до высокого содержание питательных веществ и среднюю до высокой влажность.\n\nЯдовитое растение, идеальное для покрытия оружия. Становится более ядовитым со временем."
WolfsbanePlantedGrowing_CardHelpSection,"<b>Found:</b> Shady Bank. Greenfalls. \n\n<b>Growth Needs:</b> Mid Acidity, Mid to High Hydration, Mid to High Nutrients.\n\n<b>Benefits:</b> Poison. ","<b>Найдено:</b> Тенистый Берег. Гринфоллс. \n\n<b>Потребности в Росте:</b> Средняя Кислотность, Средняя до Высокой Влажность, Среднее до Высокое Содержание Питательных Веществ.\n\n<b>Преимущества:</b> Яд. "
WolfsbanePlantedGrowing_FuelCapacity.CardStatName,Maturity,Зрелость
WolfsbanePlantedGrowing_Progress.CardStatName,Growth,Рост
WolfsbanePlantedGrowing_SpecialDurability2.CardStatName,Health,Здоровье
WolfsbanePlantedGrowing_SpecialDurability3.CardStatName,Mite Infestation,Заражение Клещами
WolfsbanePlantedGrowing_SpecialDurability4.CardStatName,Fungal Infection,Грибковая Инфекция
WolfsbanePlantedGrowing_DismantleActions[0].ActionName,Destroy,Уничтожить
WolfsbanePlantedMature_CardName,Wolfsbane,Волчья Ягода
WolfsbanePlantedMature_CardDescription,"Found in shady riverbanks; needs medium acidity, medium to high nutrients, and medium to high hydration.\n\nPoisonous plant ideal for weapon coatings. Gets more poisonous with time.","Найдено на тенистых берегах рек; требует среднюю кислотность, среднее до высокого содержание питательных веществ и среднюю до высокой влажность.\n\nЯдовитое растение, идеальное для покрытия оружия. Становится более ядовитым со временем."
WolfsbanePlantedMature_CardHelpSection,"<b>Found:</b> Shady Bank. Greenfalls. \n\n<b>Growth Needs:</b> Mid Acidity, Mid to High Hydration, Mid to High Nutrients.\n\n<b>Benefits:</b> Poison. ","<b>Найдено:</b> Тенистый Берег. Гринфоллс. \n\n<b>Потребности в Росте:</b> Средняя Кислотность, Средняя до Высокой Влажность, Среднее до Высокое Содержание Питательных Веществ.\n\n<b>Преимущества:</b> Яд. "
WolfsbanePlantedMature_FuelCapacity.CardStatName,Maturity,Зрелость
WolfsbanePlantedMature_SpecialDurability2.CardStatName,Health,Здоровье
WolfsbanePlantedMature_SpecialDurability3.CardStatName,Mite Infestation,Заражение Клещами
WolfsbanePlantedMature_SpecialDurability4.CardStatName,Fungal Infection,Грибковая Инфекция
WolfsbanePlantedMature_DismantleActions[0].ActionName,Harvest,Сбор
WolfsbanePlantedMature_DismantleActions[1].ActionName,Harvest,Сбор
WolfsbanePlantedMature_DismantleActions[2].ActionName,Destroy,Уничтожить
WolfsbanePowder_CardName,Wolfsbane Powder,Порошок Борца
WolfsbanePowder_CardDescription,Poisonous plant ideal for weapon coatings. Handle with Gloves if possible. \n,"Ядовитое растение, идеально подходящее для покрытия оружия. По возможности используйте Перчатки. \n"
WolfsbanePowder_CardHelpSection,"<b>Found:</b> Shady Bank. Greenfalls. \n\n<b>Growth Needs:</b> Mid Acidity, Mid to High Hydration, Mid to High Nutrients.\n\n<b>Benefits:</b> Poison. ","<b>Найдено:</b> Тенистый Берег. Зеленые Водопады. \n\n<b>Требования к росту:</b> Средняя кислотность, Средняя до Высокой влажность, Средние до Высокие питательные вещества.\n\n<b>Преимущества:</b> Яд. "
WolfsbanePowder_SpecialDurability2.CardStatName,Quality,Качество
NestingBox_DismantleActions[0].ActionName,Dismantle,Разобрать
FermentationBinUnfired_CardDescription,Needs to be fired in an oven or kiln to become usable.,"Необходимо обжечь в печи или горне, чтобы стать пригодным для использования."
FatChunk_CardInteractions[1].ActionName,Soak,Замочить
WolfsbaneFresh_CardName,Fresh Wolfsbane,Свежий Борец
WolfsbaneFresh_CardDescription,Poisonous plant ideal for weapon coatings. Handle with Gloves if possible. \n\nCan be dried to enhance its effects.,"Ядовитое растение, идеально подходящее для покрытия оружия. По возможности используйте Перчатки. \n\nМожно высушить для усиления его эффектов."
WolfsbaneFresh_CardHelpSection,"<b>Found:</b> Shady Bank. Greenfalls. \n\n<b>Growth Needs:</b> Mid Acidity, Mid to High Hydration, Mid to High Nutrients.\n\n<b>Benefits:</b> Poison. ","<b>Найдено:</b> Тенистый Берег. Зеленые Водопады. \n\n<b>Требования к росту:</b> Средняя кислотность, Средняя до Высокой влажность, Средние до Высокие питательные вещества.\n\n<b>Преимущества:</b> Яд. "
